gene_name	chr	gene_start	gene_end	TSS_start	TSS_end	strand	gex	gex_transf	gene_name_unique
CHN1	chr2	174798809	175005381	175005169	175005219	-	0.96070920321949	0.9713755823519056	CHN1_X2
MUC22	chr6	31010474	31035402	31010473	31010523	+	0.0	0.0	MUC22_X2
LAYN	chr11	111540280	111561745	111540708	111540758	+	6.24460982092669	2.856907991428527	LAYN_X2
CCDC141	chr2	178829757	179050137	178926615	178926665	-	0.0	0.0	CCDC141_X2
THY1	chr11	119415476	119424985	119423151	119423201	-	1239.69915583443	10.276937618500416	THY1_X2
PEX2	chr8	76980258	77001044	77000897	77000947	-	0.096070920321949	0.132341149654786	PEX2_X2
WHAMM	chr15	82809628	82836108	82817919	82817969	+	0.0	0.0	WHAMM_X2
MYOCD	chr17	12665890	12768949	12665889	12665939	+	0.96070920321949	0.9713755823519056	MYOCD_X2
MED15	chr22	20495913	20587632	20582929	20582967	+	0.0	0.0	MED15_X2
XYLT2	chr17	50346126	50363138	50358977	50359027	+	0.0	0.0	XYLT2_X2
TRPV3	chr17	3510502	3557812	3557755	3557805	-	0.0	0.0	TRPV3_X2
NFKB1	chr4	102501331	102617302	102501471	102501521	+	0.0	0.0	NFKB1_X2
KIAA0895L	chr16	67175599	67184040	67183912	67183962	-	7.10924810382423	3.019568152769025	KIAA0895L_X2
RIMBP3	chr22	18605815	18611919	18611869	18611919	-	0.0	0.0	RIMBP3_X2
RRP7A	chr22	42508344	42519796	42519752	42519802	-	72.43747392274959	6.198444529159235	RRP7A_X2
THRSP	chr11	78063861	78068351	78063860	78063910	+	0.0	0.0	THRSP_X2
REELD1	chr4	146214515	146232267	146224556	146224606	+	0.0	0.0	REELD1_X2
TTC29	chr4	146706617	146945882	146945832	146945882	-	0.096070920321949	0.132341149654786	TTC29_X2
SBNO1	chr12	123289109	123364847	123364793	123364843	-	43.1358432245551	5.463878855866181	SBNO1_X2
MRPS18C	chr4	83455932	83469735	83456054	83456104	+	1325.87477136322	10.37381650219873	MRPS18C_X2
KRTAP5-3	chr11	1613275	1614173	1608413	1608463	-	0.0	0.0	KRTAP5-3_X2
CHCHD2	chr7	56101573	56106476	56106526	56106576	-	0.096070920321949	0.132341149654786	CHCHD2_X2
PTPN12	chr7	77537295	77640069	77627155	77627205	+	1.53713472515118	1.343200130417548	PTPN12_X2
C5orf52	chr5	157671533	157680158	157671552	157671602	+	0.0	0.0	C5orf52_X2
KRT14	chr17	41582279	41586895	41583405	41583455	-	0.0	0.0	KRT14_X2
HIBADH	chr7	27525442	27662883	27662945	27662995	-	16.1399146140874	4.099288017281794	HIBADH_X2
MORC3	chr21	36320189	36386148	36361835	36361885	+	0.0	0.0	MORC3_X2
NPC1	chr18	23506184	23586506	23539848	23539898	-	0.096070920321949	0.132341149654786	NPC1_X2
CCDC117	chr22	28772674	28789301	28772673	28772723	+	105.96622511511	6.741011523308167	CCDC117_X2
MYL5	chr4	673580	682033	674502	674552	+	17.5809784189167	4.215754566626987	MYL5_X2
MOSPD3	chr7	100612102	100615384	100612429	100612479	+	2.97819852998042	1.9921152749326727	MOSPD3_X2
FRMD4A	chr10	13643706	14462142	13707517	13707567	-	6.9171062631803295	2.98497321532805	FRMD4A_X2
SLC5A3	chr21	34073578	34106260	34073569	34073619	+	134.499288450729	7.082141465329517	SLC5A3_X2
HCFC2	chr12	104064531	104106524	104080432	104080482	+	0.0	0.0	HCFC2_X2
FAM209B	chr20	56533246	56536520	56533245	56533295	+	0.0	0.0	FAM209B_X2
SYPL1	chr7	106090505	106112576	106093202	106093252	-	0.0	0.0	SYPL1_X2
ZFPM2	chr8	104590733	105804539	105387145	105387195	+	0.0	0.0	ZFPM2_X2
OR10V1	chr11	59712916	59713845	59713814	59713864	-	0.0	0.0	OR10V1_X2
LMOD3	chr3	69106065	69123032	69122982	69123032	-	0.0	0.0	LMOD3_X2
SMARCC2	chr12	56162359	56189567	56189498	56189548	-	30.838765423345603	4.992712490060738	SMARCC2_X2
HBG2	chr11	5253188	5505605	5254761	5254811	-	0.0	0.0	HBG2_X2
OR5H14	chr3	98147479	98156614	98149325	98149375	+	0.0	0.0	OR5H14_X2
AVPR1A	chr12	63142759	63151201	63150129	63150179	-	0.0	0.0	AVPR1A_X2
ARMC7	chr17	75109952	75130272	75109951	75110001	+	16.4281273750533	4.123345657359473	ARMC7_X2
EFCAB8	chr20	32858923	32961845	32898384	32898434	+	0.0	0.0	EFCAB8_X2
LDHAL6B	chr15	59206843	59208588	59206822	59206872	+	0.0	0.0	LDHAL6B_X2
PLEKHG4	chr16	67277510	67289499	67278833	67278882	+	0.0	0.0	PLEKHG4_X2
ETV4	chr17	43527844	43579620	43579570	43579620	-	0.0	0.0	ETV4_X2
FAM227B	chr15	49326962	49620929	49620772	49620822	-	12.2970778012095	3.733037325206945	FAM227B_X2
SPP2	chr2	234050679	234077134	234050836	234050871	+	0.0	0.0	SPP2_X2
INSYN2A	chr10	127135426	127196591	127176959	127177009	-	0.0	0.0	INSYN2A_X2
XKR5	chr8	6808517	6835524	6835448	6835498	-	1.05678012354144	1.040387573332265	XKR5_X2
HOXC9	chr12	53994895	54003337	53995508	53995549	+	0.0	0.0	HOXC9_X2
SLC4A10	chr2	161424332	161985282	161424331	161424381	+	0.0	0.0	SLC4A10_X2
H2AC12	chr6	27147106	27147562	27147128	27147178	+	0.288212760965847	0.3653708883602105	H2AC12_X2
TRANK1	chr3	36826819	36945057	36945007	36945057	-	0.096070920321949	0.132341149654786	TRANK1_X2
SUCNR1	chr3	151873643	151884619	151873642	151873692	+	0.0	0.0	SUCNR1_X2
OR52R1	chr11	4803433	4804380	4804330	4804380	-	0.0	0.0	OR52R1_X2
TMEM134	chr11	67461710	67469272	67467540	67467590	-	0.288212760965847	0.3653708883602105	TMEM134_X2
TMPRSS13	chr11	117900641	117929459	117929347	117929397	-	0.096070920321949	0.132341149654786	TMPRSS13_X2
PGGT1B	chr5	115204012	115262877	115231734	115231784	-	0.0	0.0	PGGT1B_X2
FAM214A	chr15	52581317	52709817	52679322	52679372	-	5.2839006177072	2.6516603640384173	FAM214A_X2
SPINK2	chr4	56809860	56821742	56821692	56821742	-	2.11356024708288	1.6385651954916474	SPINK2_X2
DRC3	chr17	17972813	18016889	17972966	17973016	+	0.0	0.0	DRC3_X2
ZXDC	chr3	126437601	126475891	126475869	126475919	-	34.6335667760626	5.155164993530999	ZXDC_X2
NOTO	chr2	73202574	73212513	73202257	73202307	+	0.0	0.0	NOTO_X2
AMMECR1L	chr2	127861630	127885967	127885872	127885922	-	0.0	0.0	AMMECR1L_X2
CXCL16	chr17	4733533	4739928	4739872	4739922	-	0.96070920321949	0.9713755823519056	CXCL16_X2
GFPT2	chr5	180300698	180353336	180353286	180353336	-	143.145671279704	7.171383702867876	GFPT2_X2
PIK3C3	chr18	41955234	42087830	42064694	42064744	+	0.0	0.0	PIK3C3_X2
SRRM4	chr12	118981541	119163051	118981494	118981544	+	13.4499288450729	3.8529904834532327	SRRM4_X2
PMS1	chr2	189784085	189877629	189857401	189857451	+	0.0	0.0	PMS1_X2
SERPINB1	chr6	2832332	2841959	2841909	2841959	-	3.17034037062432	2.060165136900676	SERPINB1_X2
OR4S2	chr11	55648327	55652854	55650903	55650953	+	0.0	0.0	OR4S2_X2
GIMAP1	chr7	150716606	150724284	150716605	150716655	+	0.0	0.0	GIMAP1_X2
MYBPC1	chr12	101568353	101686028	101568352	101568402	+	0.0	0.0	MYBPC1_X2
TMEM132D	chr12	129071725	129904025	129903616	129903666	-	0.0	0.0	TMEM132D_X2
ZNF217	chr20	53567071	53609907	53608842	53608892	-	0.0	0.0	ZNF217_X2
PRPF4B	chr6	4021267	4064983	4060981	4061031	+	0.0	0.0	PRPF4B_X2
HNRNPA1	chr12	54280193	54287088	54285946	54285996	+	4.99568785674135	2.583925276672461	HNRNPA1_X2
RANBP10	chr16	67723070	67806560	67806510	67806560	-	5.86032613963889	2.778277163694769	RANBP10_X2
GABRB3	chr15	26543546	26939539	26615667	26615717	-	0.0	0.0	GABRB3_X2
STMN3	chr20	63639705	63657682	63652716	63652766	-	0.0	0.0	STMN3_X2
CD8A	chr2	86784610	86808396	86808346	86808396	-	0.0	0.0	CD8A_X2
DCN	chr12	91140484	91183217	91180926	91180976	-	0.0	0.0	DCN_X2
ZNF483	chr9	111525159	111577844	111525188	111525238	+	162.455926264416	7.352757874235617	ZNF483_X2
MYH15	chr3	108380368	108529322	108529272	108529322	-	0.0	0.0	MYH15_X2
MRPS5	chr2	95085369	95149434	95149384	95149434	-	0.0	0.0	MRPS5_X2
UPP1	chr7	48088628	48108736	48089226	48089276	+	10.1835175541266	3.483302125620208	UPP1_X2
TYRO3	chr15	41557675	41583589	41570937	41570987	+	0.0	0.0	TYRO3_X2
FAM189A1	chr15	29260596	29720617	29452749	29452799	-	0.0	0.0	FAM189A1_X2
NIM1K	chr5	43192071	43280850	43192269	43192319	+	0.0	0.0	NIM1K_X2
RIC8B	chr12	106774621	106889316	106774639	106774689	+	68.9789207911594	6.128848510519025	RIC8B_X2
KCNIP3	chr2	95297327	95386077	95346727	95346777	+	0.0	0.0	KCNIP3_X2
RMND5B	chr5	178130996	178150568	178131010	178131054	+	92.7564735708418	6.550846402088482	RMND5B_X2
CFAP206	chr6	87407972	87464465	87408025	87408075	+	0.096070920321949	0.132341149654786	CFAP206_X2
CTTNBP2	chr7	117710651	117874139	117767141	117767191	-	0.0	0.0	CTTNBP2_X2
CEP68	chr2	65056366	65087004	65070728	65070778	+	0.0	0.0	CEP68_X2
HASPIN	chr17	3723903	3726699	3723902	3723952	+	3.4585531315901603	2.1565756095765285	HASPIN_X2
HNRNPD	chr4	82352498	82374503	82373941	82373991	-	401.384305105103	8.652430224071692	HNRNPD_X2
SIGLEC15	chr18	45825675	45844094	45838521	45838571	+	0.0	0.0	SIGLEC15_X2
ZHX3	chr20	41178448	41317731	41272223	41272273	-	0.0	0.0	ZHX3_X2
PLEKHS1	chr10	113751262	113783429	113751453	113751503	+	0.0	0.0	PLEKHS1_X2
RPF2	chr6	110982015	111028263	110982315	110982365	+	0.288212760965847	0.3653708883602105	RPF2_X2
TIGD5	chr8	143597831	143603224	143597834	143597884	+	0.96070920321949	0.9713755823519056	TIGD5_X2
HERC4	chr10	67921899	68075301	68075251	68075301	-	84.734551723959	6.42180483428891	HERC4_X2
HYAL1	chr3	50299890	50312381	50303570	50303620	-	2.11356024708288	1.6385651954916474	HYAL1_X2
SRL	chr16	4189374	4242080	4242025	4242075	-	0.0	0.0	SRL_X2
PA2G4	chr12	56104537	56113910	56106161	56106211	+	0.0	0.0	PA2G4_X2
RNF123	chr3	49689538	49721529	49712549	49712599	+	0.0	0.0	RNF123_X2
MDH1B	chr2	206737763	206765328	206765276	206765326	-	12.5852905621753	3.763973517136724	MDH1B_X2
TRPM2	chr21	44350163	44443081	44425555	44425605	+	0.0	0.0	TRPM2_X2
ATP6V1E2	chr2	46490750	46542577	46541539	46541589	-	0.0	0.0	ATP6V1E2_X2
NKIRAS1	chr3	23889951	23946591	23916913	23916963	-	30.838765423345603	4.992712490060738	NKIRAS1_X2
H2AX	chr11	119093874	119095465	119095417	119095467	-	19.2141840643898	4.337296065995576	H2AX_X2
OR8K1	chr11	56346039	56346998	56346038	56346088	+	0.0	0.0	OR8K1_X2
CDC40	chr6	110180141	110254275	110180140	110180180	+	0.96070920321949	0.9713755823519056	CDC40_X2
ROMO1	chr20	35699272	35700984	35699441	35699456	+	24.402013761775105	4.666870967040939	ROMO1_X2
RNH1	chr11	494512	507300	506750	506800	-	33.8169639533261	5.121718500046188	RNH1_X2
EFR3A	chr8	131904093	132013642	131904087	131904137	+	32.8562547501066	5.0813504829969744	EFR3A_X2
SPIC	chr12	101475336	101486997	101475420	101475470	+	0.0	0.0	SPIC_X2
SYT10	chr12	33374238	33439819	33426137	33426160	-	0.480354601609745	0.565942797953712	SYT10_X2
CENATAC	chr11	118998138	119015793	118998144	118998194	+	209.578712682332	7.718215792045914	CENATAC_X2
CHID1	chr11	867859	915058	883199	883249	-	0.096070920321949	0.132341149654786	CHID1_X2
TATDN2	chr3	10248023	10281218	10270919	10270969	+	0.0	0.0	TATDN2_X2
CBY2	chr13	45702320	45714559	45702310	45702360	+	0.0	0.0	CBY2_X2
RSPH9	chr6	43645036	43672600	43645045	43645095	+	1.05678012354144	1.040387573332265	RSPH9_X2
TVP23C-CDRT4	chr17	15436021	15563561	15563436	15563472	-	14.6027798889363	3.963731186455056	TVP23C-CDRT4_X2
WASL	chr7	123681943	123749003	123749017	123749067	-	11.0481558370241	3.590740430687783	WASL_X2
GAS2	chr11	22625509	22813001	22667075	22667125	+	0.0	0.0	GAS2_X2
MRPL30	chr2	99181152	99199561	99181185	99181235	+	208.377826178307	7.709964853836845	MRPL30_X2
UBE3B	chr12	109477402	109536705	109477627	109477677	+	76.2322752754665	6.271131968923632	UBE3B_X2
UNC119B	chr12	120710458	120723640	120710434	120710484	+	133.29840194670402	7.069298327620631	UNC119B_X2
SSRP1	chr11	57325986	57335892	57335827	57335877	-	68.9789207911594	6.128848510519025	SSRP1_X2
PHKB	chr16	47461123	47701523	47461294	47461344	+	38.2362262881357	5.2941143857513655	PHKB_X2
ZNF142	chr2	218633329	218659655	218659489	218659539	-	2.11356024708288	1.6385651954916474	ZNF142_X2
ANKUB1	chr3	149761100	149968385	149792773	149792823	-	0.0	0.0	ANKUB1_X2
ZNF775	chr7	150368790	150398630	150382695	150382745	+	0.0	0.0	ZNF775_X2
HERPUD2	chr7	35632659	35697459	35668542	35668579	-	0.0	0.0	HERPUD2_X2
ZNF106	chr15	42412823	42491141	42457506	42457556	-	79.0183319648031	6.322258649949425	ZNF106_X2
RFWD3	chr16	74621399	74666877	74666487	74666537	-	0.0	0.0	RFWD3_X2
PAEP	chr9	135561756	135566955	135561755	135561805	+	0.0	0.0	PAEP_X2
CDH23	chr10	71396920	71815947	71795770	71795820	+	0.0	0.0	CDH23_X2
TVP23A	chr16	10760919	10818794	10818601	10818651	-	1.7292765657950802	1.4485185946429875	TVP23A_X2
RRN3	chr16	15060033	15094311	15093958	15094008	-	0.0	0.0	RRN3_X2
TMCO6	chr5	140639435	140645408	140639426	140639476	+	167.739826882123	7.398656716239687	TMCO6_X2
THSD4	chr15	71096952	71783383	71547281	71547331	+	0.0	0.0	THSD4_X2
ANKRD55	chr5	56099680	56233330	56233309	56233359	-	0.0	0.0	ANKRD55_X2
RAB19	chr7	140404058	140427974	140407578	140407628	+	0.0	0.0	RAB19_X2
NBR1	chr17	43170481	43211689	43171201	43171251	+	103.180168425773	6.702936864351011	NBR1_X2
GTF2IRD2B	chr7	75092573	75149817	75092599	75092649	+	0.288212760965847	0.3653708883602105	GTF2IRD2B_X2
TRRAP	chr7	98877933	99050831	98881089	98881139	+	0.0	0.0	TRRAP_X2
RPP38	chr10	15097180	15139818	15097179	15097229	+	7.589602705433969	3.102591403988244	RPP38_X2
SIRPA	chr20	1894167	1940592	1894782	1894796	+	0.096070920321949	0.132341149654786	SIRPA_X2
TFDP2	chr3	141944428	142149544	142000303	142000353	-	0.0	0.0	TFDP2_X2
TWF1	chr12	43793723	43806328	43806278	43806328	-	2.59391484869262	1.845556227205063	TWF1_X2
DYNC1LI1	chr3	32525974	32570858	32570643	32570693	-	0.672496442253643	0.7420031419588228	DYNC1LI1_X2
CACNG4	chr17	66964707	67033398	66964909	66964959	+	0.0	0.0	CACNG4_X2
SMPD1	chr11	6390440	6394998	6390445	6390495	+	2.59391484869262	1.845556227205063	SMPD1_X2
MRPL13	chr8	120380761	120445402	120414062	120414112	-	6.43675166157058	2.8946725964563256	MRPL13_X2
R3HCC1L	chr10	98134624	98244897	98134623	98134673	+	81.17992767204692	6.36071415565303	R3HCC1L_X2
DNAJC5B	chr8	66021553	66101245	66021559	66021609	+	0.0	0.0	DNAJC5B_X2
KRTAP4-5	chr17	41148924	41149825	41149752	41149802	-	0.0	0.0	KRTAP4-5_X2
NPY1R	chr4	163323962	163344832	163332968	163333018	-	0.0	0.0	NPY1R_X2
NT5C3A	chr7	33014130	33062796	33062747	33062797	-	39.677290092964896	5.34615166543811	NT5C3A_X2
OR51F2	chr11	4821321	4822456	4821385	4821435	+	0.0	0.0	OR51F2_X2
C1QTNF4	chr11	47589667	47594411	47594609	47594659	-	0.0	0.0	C1QTNF4_X2
SLK	chr10	103967140	104029233	103967200	103967250	+	7.87781546639982	3.1502047212247644	SLK_X2
SINHCAF	chr12	31280584	31327058	31327022	31327058	-	0.0	0.0	SINHCAF_X2
SHPRH	chr6	145864245	145964423	145964047	145964097	-	17.292765657950802	4.193201305532978	SHPRH_X2
CPSF3	chr2	9423651	9473101	9423650	9423700	+	1370.35560747228	10.42138701085834	CPSF3_X2
SHISA2	chr13	26044597	26052016	26050981	26051031	-	0.0	0.0	SHISA2_X2
SLITRK3	chr3	165186720	165197109	165197059	165197109	-	0.288212760965847	0.3653708883602105	SLITRK3_X2
RHCG	chr15	89471398	89496589	89479380	89479430	-	0.0	0.0	RHCG_X2
RASGRF2	chr5	80960363	81230162	81019406	81019456	+	0.0	0.0	RASGRF2_X2
PGBD4	chr15	34102083	34108686	34102072	34102122	+	14.7949217295802	3.981388882834682	PGBD4_X2
PTCD1	chr7	99416739	99466163	99438597	99438647	-	0.0	0.0	PTCD1_X2
HTR1B	chr6	77460924	77463491	77463414	77463464	-	0.096070920321949	0.132341149654786	HTR1B_X2
TRAPPC8	chr18	31829197	31953136	31833356	31833406	-	0.096070920321949	0.132341149654786	TRAPPC8_X2
ASNS	chr7	97851677	97872542	97872115	97872165	-	1.53713472515118	1.343200130417548	ASNS_X2
CCDC71	chr3	49162535	49166331	49166271	49166321	-	9.7992338728388	3.432857062177838	CCDC71_X2
GLIPR2	chr9	36136536	36163913	36136744	36136791	+	5.86032613963889	2.778277163694769	GLIPR2_X2
NAA25	chr12	112026689	112108796	112108746	112108796	-	49.7647367267696	5.665754784503642	NAA25_X2
RCHY1	chr4	75479033	75514764	75514368	75514418	-	4.03497865352186	2.331985661742798	RCHY1_X2
OR5T2	chr11	56231282	56234255	56233135	56233185	-	0.0	0.0	OR5T2_X2
DGKA	chr12	55927319	55954027	55938552	55938560	+	0.0	0.0	DGKA_X2
ZACN	chr17	76071961	76083666	76079181	76079231	+	0.0	0.0	ZACN_X2
PURB	chr7	44876299	44885530	44885311	44885361	-	0.096070920321949	0.132341149654786	PURB_X2
INAFM2	chr15	40323692	40326715	40325215	40325265	+	0.0	0.0	INAFM2_X2
GREB1	chr2	11482341	11642788	11556617	11556667	+	0.0	0.0	GREB1_X2
TNFSF12	chr17	7549058	7557890	7549777	7549815	+	0.0	0.0	TNFSF12_X2
SLC6A5	chr11	20599594	20659285	20629183	20629213	+	0.0	0.0	SLC6A5_X2
SMKR1	chr7	129502531	129512918	129502478	129502528	+	0.0	0.0	SMKR1_X2
FARSB	chr2	222566899	222656092	222656287	222656337	-	0.0	0.0	FARSB_X2
ILRUN	chr6	34587288	34696859	34696809	34696859	-	0.096070920321949	0.132341149654786	ILRUN_X2
HEPACAM	chr11	124919205	124936412	124936362	124936412	-	0.0	0.0	HEPACAM_X2
ROGDI	chr16	4796968	4802880	4802623	4802673	-	139.398905387148	7.133387877563286	ROGDI_X2
PGA5	chr11	61241175	61251444	61241176	61241226	+	0.0	0.0	PGA5_X2
ITM2B	chr13	48232612	48270357	48233157	48233207	+	123.547203534026	6.96054881879719	ITM2B_X2
PCDH15	chr10	53802771	55627942	54801241	54801291	-	0.0	0.0	PCDH15_X2
RPS7	chr2	3575260	3580920	3575344	3575394	+	19.79060958632149	4.3778601539143365	RPS7_X2
CCL11	chr17	34285742	34288334	34285667	34285717	+	0.0	0.0	CCL11_X2
TRAF4	chr17	28744011	28750956	28747581	28747631	+	0.0	0.0	TRAF4_X2
NELL2	chr12	44508275	44921848	44913878	44913928	-	0.0	0.0	NELL2_X2
LBH	chr2	30231534	30323730	30231530	30231580	+	190.220422237459	7.579092800370219	LBH_X2
HSPB1	chr7	76302673	76304295	76303576	76303626	+	1.53713472515118	1.343200130417548	HSPB1_X2
IP6K2	chr3	48688003	48740353	48717164	48717214	-	670.575023847204	9.391404766622312	IP6K2_X2
TEF	chr22	41367333	41399326	41367332	41367382	+	0.0	0.0	TEF_X2
CWF19L2	chr11	107326360	107457825	107353680	107353730	-	0.0	0.0	CWF19L2_X2
TOMM6	chr6	41787662	41789898	41787661	41787711	+	433.47199249263394	8.763119368898822	TOMM6_X2
GEM	chr8	94249253	94262350	94262295	94262345	-	19.0220422237459	4.323517229690923	GEM_X2
PYM1	chr12	55901413	55932618	55927724	55927756	-	0.0	0.0	PYM1_X2
KIF18A	chr11	28020619	28108156	28088530	28088580	-	0.0	0.0	KIF18A_X2
ANKRD22	chr10	88819896	88851844	88851768	88851818	-	0.096070920321949	0.132341149654786	ANKRD22_X2
GOLGA8R	chr15	30400562	30414260	30412570	30412620	-	0.0	0.0	GOLGA8R_X2
TFCP2	chr12	51093656	51173135	51173084	51173134	-	69.9396299943789	6.148519900397752	TFCP2_X2
SNX24	chr5	122843439	123029354	122845604	122845654	+	55.9132756273743	5.830693310649807	SNX24_X2
SIK2	chr11	111602449	111730855	111718741	111718791	+	0.0	0.0	SIK2_X2
SH3RF2	chr5	145936578	146081791	146055821	146055871	+	0.0	0.0	SH3RF2_X2
PSPH	chr7	56011051	56051604	56051417	56051467	-	45.6336871529258	5.543300597628464	PSPH_X2
LPIN3	chr20	41340821	41360582	41357110	41357160	+	0.0	0.0	LPIN3_X2
GCSH	chr16	81081945	81096395	81096353	81096403	-	5.2839006177072	2.6516603640384173	GCSH_X2
SHPK	chr17	3608240	3636250	3636272	3636322	-	38.5244390491016	5.30467308215609	SHPK_X2
GOLGA4	chr3	37243191	37366879	37243190	37243240	+	52.5507934161061	5.7428360451943945	GOLGA4_X2
HIGD1A	chr3	42782908	42804490	42804440	42804490	-	958.5956429724072	9.906282796888805	HIGD1A_X2
DSPP	chr4	87608529	87616873	87608528	87608578	+	0.0	0.0	DSPP_X2
ABRA	chr8	106759483	106770244	106770195	106770245	-	0.0	0.0	ABRA_X2
TRIM42	chr3	140678064	140701150	140678038	140678088	+	0.0	0.0	TRIM42_X2
TMEM256	chr17	7402975	7404097	7404087	7404137	-	20.1748932676093	4.404282792535564	TMEM256_X2
MAML1	chr5	179732822	179777283	179770927	179770977	+	0.0	0.0	MAML1_X2
HLA-B	chr6	31312948	31400264	31357138	31357188	-	1366.03241605779	10.416831738236151	HLA-B_X2
FAM180B	chr11	47586693	47589194	47586692	47586742	+	0.0	0.0	FAM180B_X2
ZNF740	chr12	53180704	53195142	53180699	53180749	+	13.8342125263607	3.8908564383237954	ZNF740_X2
AQP5	chr12	49961872	49965682	49963574	49963624	+	0.0	0.0	AQP5_X2
TRPV1	chr17	3565444	3609411	3597048	3597098	-	0.0	0.0	TRPV1_X2
PREX2	chr8	67952046	68237032	67952488	67952535	+	2.6899857690145703	1.883615252325862	PREX2_X2
RALBP1	chr18	9475009	9538114	9475621	9475671	+	13.8342125263607	3.8908564383237954	RALBP1_X2
RASSF1	chr3	50329782	50340980	50340791	50340841	-	1.53713472515118	1.343200130417548	RASSF1_X2
FAM220A	chr7	6329411	6348981	6348931	6348981	-	4.03497865352186	2.331985661742798	FAM220A_X2
TDGF1	chr3	46574534	46582457	46577764	46577814	+	107.503359840261	6.761595906636498	TDGF1_X2
FBP1	chr9	94603133	94640249	94640087	94640137	-	1.2489219641853402	1.1692336016065925	FBP1_X2
IL33	chr9	6215786	6257983	6241692	6241742	+	0.0	0.0	IL33_X2
OR4M2B	chr15	21637909	21638992	21637908	21637958	+	0.0	0.0	OR4M2B_X2
SLC26A1	chr4	979073	993440	993390	993440	-	0.0	0.0	SLC26A1_X2
RTP2	chr3	187698259	187702557	187702507	187702557	-	0.0	0.0	RTP2_X2
ATE1	chr10	121709393	121928801	121927986	121928036	-	22.2884535146922	4.541542934489306	ATE1_X2
NCKIPSD	chr3	48673844	48686364	48685877	48685927	-	50.1490204080574	5.676634705024717	NCKIPSD_X2
FIGN	chr2	163593396	163736012	163735962	163736012	-	38.81265181006739	5.315155063423367	FIGN_X2
MAEA	chr4	1289887	1340147	1289886	1289936	+	184.36009609782	7.53418688703902	MAEA_X2
UPF2	chr10	11920022	12043170	12042784	12042834	-	728.121505120052	9.510015443596137	UPF2_X2
CHRM4	chr11	46383789	46391776	46386558	46386608	-	0.0	0.0	CHRM4_X2
EOMES	chr3	27715949	27722711	27722448	27722498	-	0.0	0.0	EOMES_X2
CD200	chr3	112332347	112362812	112333067	112333117	+	4.80354601609745	2.5369346686221963	CD200_X2
ARL13B	chr3	93980139	94055678	93980287	93980337	+	0.0	0.0	ARL13B_X2
YPEL3	chr16	30092314	30096915	30095962	30096012	-	1.2489219641853402	1.1692336016065925	YPEL3_X2
ADM2	chr22	50481543	50486440	50481555	50481605	+	0.0	0.0	ADM2_X2
TMEM132C	chr12	128267170	128707911	128267402	128267452	+	0.0	0.0	TMEM132C_X2
CPA3	chr3	148865296	148897203	148865255	148865305	+	0.0	0.0	CPA3_X2
SOS1	chr2	38962206	39124345	39023777	39023823	-	0.0	0.0	SOS1_X2
LGR5	chr12	71439798	71586310	71440034	71440084	+	0.0	0.0	LGR5_X2
WFDC1	chr16	84294846	84329844	84294943	84294993	+	0.0	0.0	WFDC1_X2
NACA	chr12	56712305	56731628	56731578	56731628	-	0.0	0.0	NACA_X2
FRA10AC1	chr10	93667883	93702592	93672041	93672091	-	0.0	0.0	FRA10AC1_X2
SUSD5	chr3	33150043	33218810	33218743	33218793	-	0.0	0.0	SUSD5_X2
PON2	chr7	95404862	95435329	95411652	95411684	-	0.096070920321949	0.132341149654786	PON2_X2
KRT72	chr12	52585589	52601538	52601382	52601432	-	0.0	0.0	KRT72_X2
DYNLT2B	chr3	196291219	196318299	196318238	196318288	-	38.5244390491016	5.30467308215609	DYNLT2B_X2
RELL2	chr5	141636950	141641064	141637004	141637054	+	6.9171062631803295	2.98497321532805	RELL2_X2
NUDCD3	chr7	44379119	44490658	44485224	44485274	-	0.480354601609745	0.565942797953712	NUDCD3_X2
ZNF365	chr10	62374192	62480288	62374352	62374402	+	0.096070920321949	0.132341149654786	ZNF365_X2
CCDC59	chr12	82223681	82358805	82358359	82358409	-	207.224975134444	7.701999310005031	CCDC59_X2
OR1L4	chr9	122723990	122724925	122723989	122724039	+	0.0	0.0	OR1L4_X2
LRRC37A	chr17	46292733	46337794	46295098	46295148	+	0.0	0.0	LRRC37A_X2
AMER3	chr2	130755540	130768134	130755650	130755700	+	0.0	0.0	AMER3_X2
RIOK2	chr5	97160867	97183247	97183210	97183260	-	85.3109772458907	6.43147215152315	RIOK2_X2
PPP2R3A	chr3	135965728	136147894	136102102	136102152	+	0.0	0.0	PPP2R3A_X2
DKK2	chr4	106921802	107283806	107035762	107035812	-	0.096070920321949	0.132341149654786	DKK2_X2
SEZ6L	chr22	26169462	26383597	26169513	26169563	+	0.0	0.0	SEZ6L_X2
FABP7	chr6	122779716	122784074	122779758	122779808	+	0.0	0.0	FABP7_X2
VTA1	chr6	142147162	142224685	142147229	142147279	+	581.901564390045	9.18710846332638	VTA1_X2
AVL9	chr7	32495426	32588726	32495488	32495538	+	63.4068074124864	6.009141275482002	AVL9_X2
FARP1	chr13	98142562	98455176	98328782	98328832	+	0.0	0.0	FARP1_X2
ZNF140	chr12	133080474	133107526	133080915	133080965	+	10.5678012354144	3.532042763289589	ZNF140_X2
CNTNAP3B	chr9	41890314	42129510	41953182	41953207	-	0.0	0.0	CNTNAP3B_X2
CYB5D1	chr17	7857746	7862282	7858029	7858079	+	9.414950191551	3.380584034738875	CYB5D1_X2
