gene_name	chr	gene_start	gene_end	TSS_start	TSS_end	strand
SLC35A4	chr5	140564446	140569100	140564827	140564858	+
OSGIN1	chr16	83931311	83966332	83956987	83957037	+
TMED3	chr15	79311112	79427432	79311144	79311194	+
LRRC27	chr10	132332154	132381508	132365480	132365530	+
TNFRSF13B	chr17	16929816	16972118	16972068	16972118	-
HHLA2	chr3	108296490	108378285	108296528	108296578	+
MAGEF1	chr3	184710364	184712064	184711952	184712002	-
ASXL3	chr18	33578219	33751195	33605593	33605643	+
LPXN	chr11	58526871	58578220	58578170	58578220	-
PTPRB	chr12	70515870	70637440	70637390	70637440	-
C2CD3	chr11	74012718	74171210	74091314	74091364	-
RHOBTB1	chr10	60869438	61001440	60871617	60871667	-
MNX1	chr7	156994051	157010663	157009385	157009435	-
PFDN4	chr20	54208087	54228052	54208299	54208349	+
EPC1	chr10	32267751	32378798	32378748	32378798	-
ESRRA	chr11	64305497	64316743	64305571	64305621	+
PAFAH1B1	chr17	2593210	2685615	2670267	2670317	+
FGB	chr4	154563011	154572807	154565780	154565830	+
CDH19	chr18	66501083	66604138	66604088	66604138	-
SAP30L	chr5	154445997	154461053	154446544	154446594	+
RTN3	chr11	63681446	63759891	63681457	63681507	+
GET1	chr21	39377698	39428528	39387764	39387814	+
COA5	chr2	98599314	98608515	98608465	98608515	-
APELA	chr4	164877178	164898965	164877241	164877291	+
TEC	chr4	48135783	48269838	48269814	48269864	-
SLC5A6	chr2	27199587	27212958	27211899	27211938	-
OVCH1	chr12	29412474	29497686	29444218	29444268	-
GNAQ	chr9	77716097	78031811	78030554	78030604	-
RPS27L	chr15	63125872	63158021	63157449	63157499	-
CROCC2	chr2	240906330	240993311	240949654	240949702	+
PGAP2	chr11	3797724	3826371	3797897	3797947	+
YPEL2	chr17	59331655	59401729	59345155	59345205	+
TOPBP1	chr3	133598175	133662380	133608646	133608696	-
HGS	chr17	81683326	81703138	81683983	81684033	+
JAGN1	chr3	9890574	9894349	9890586	9890636	+
RIPPLY3	chr21	37006150	37019662	37006149	37006199	+
PARVA	chr11	12377563	12535356	12473743	12473793	+
NAGK	chr2	71064344	71079808	71068618	71068668	+
SKA3	chr13	21153595	21176552	21176552	21176602	-
OGFOD1	chr16	56451521	56479104	56451520	56451570	+
TRIM8	chr10	102644479	102658318	102644495	102644545	+
NPAS2	chr2	100820139	100996829	100974802	100974852	+
CANT1	chr17	78991716	79009867	79009743	79009793	-
C16orf78	chr16	49373804	49399431	49373822	49373872	+
ITGA7	chr12	55684568	55716404	55715993	55716043	-
CST9	chr20	23602410	23605917	23605826	23605876	-
RMI1	chr9	83980798	84004074	83980797	83980847	+
CIBAR2	chr16	85098358	85112472	85108030	85108071	-
CAMK2A	chr5	150219491	150290093	150289737	150289787	-
SPX	chr12	21526296	21541249	21526306	21526356	+
SRD5A2	chr2	31522480	31580938	31581017	31581067	-
CKS2	chr9	89311195	89316703	89311197	89311247	+
CTNNA3	chr10	65912457	67763637	67665602	67665652	-
CHST12	chr7	2403588	2448484	2437762	2437812	+
RAB10	chr2	26034084	26137454	26098529	26098577	+
PCF11	chr11	83156988	83187451	83171250	83171297	+
GALR1	chr18	77249848	77277900	77250548	77250598	+
ITGA1	chr5	52787916	52959209	52864970	52865020	+
C12orf29	chr12	88033846	88050160	88035535	88035585	+
LYPD6B	chr2	149038107	149215262	149142035	149142085	+
GALK1	chr17	75751594	75765236	75758469	75758519	-
SLC25A27	chr6	46652915	46678190	46652914	46652964	+
AP5S1	chr20	3820524	3828838	3820523	3820573	+
DCLK3	chr3	36712421	36764553	36729745	36729795	-
STAB1	chr3	52495338	52524495	52523277	52523327	+
GSDMD	chr8	143553207	143563062	143558337	143558387	+
ZNF705G	chr8	7355517	7385558	7385508	7385558	-
POLD3	chr11	74493851	74669117	74592555	74592605	+
SPEF1	chr20	3777504	3781448	3781398	3781448	-
ENY2	chr8	109334324	109345954	109334338	109334388	+
LPIN1	chr2	11677595	11827409	11746587	11746637	+
RANBP3L	chr5	36246913	36302114	36301852	36301902	-
PAXIP1	chr7	154943687	155003124	154983694	154983744	-
CST1	chr20	23747562	23751268	23750887	23750937	-
C16orf54	chr16	29742463	29745990	29745956	29746006	-
STEAP1B	chr7	22419444	22727613	22500448	22500498	-
TESPA1	chr12	54948015	54984762	54984696	54984746	-
CDX2	chr13	27960918	27969315	27971089	27971139	-
KLF9	chr9	70384604	70414657	70414574	70414624	-
ACBD7	chr10	15075475	15088776	15088726	15088776	-
C9orf40	chr9	74946583	74952912	74952836	74952886	-
TUBA3E	chr2	130191745	130198439	130198411	130198461	-
MEX3B	chr15	82041778	82046119	82046069	82046119	-
TIMP2	chr17	78852977	78925387	78874100	78874150	-
OR10A4	chr11	6876625	6877619	6876624	6876674	+
LY6G5B	chr6	31652558	31655955	31670166	31670216	+
HGFAC	chr4	3441968	3449486	3445899	3445949	+
TAFA1	chr3	68004247	68545621	68004215	68004265	+
SLIT2	chr4	20251905	20620561	20598352	20598395	+
C16orf90	chr16	3493484	3495489	3495430	3495480	-
COL2A1	chr12	47972967	48004554	48004312	48004362	-
RGR	chr10	84230666	84259960	84245088	84245138	+
CPN1	chr10	100042193	100081869	100065344	100065394	-
SPINK6	chr5	148202794	148215137	148202793	148202843	+
PIEZO2	chr18	10666483	11149569	10701931	10701981	-
TSEN2	chr3	12484421	12541549	12484510	12484560	+
TCF23	chr2	27149004	27156974	27149024	27149074	+
LRRC59	chr17	50375059	50397523	50397503	50397553	-
GKN1	chr2	68974573	68980980	68974572	68974622	+
PLA2G10	chr16	14672548	14694308	14694619	14694669	-
PTGS1	chr9	122370530	122395703	122371004	122371054	+
SPART	chr13	36301638	36370180	36345584	36345634	-
DRD5	chr4	9781634	9784009	9781679	9781729	+
CHN1	chr2	174798809	175005381	175005176	175005226	-
MUC22	chr6	31010474	31035402	31010473	31010523	+
LAYN	chr11	111540280	111561745	111540708	111540758	+
CCDC141	chr2	178829757	179050137	178926615	178926665	-
THY1	chr11	119415476	119424985	119423151	119423201	-
PEX2	chr8	76980258	77001044	77000897	77000947	-
WHAMM	chr15	82809628	82836108	82817919	82817969	+
MYOCD	chr17	12665890	12768949	12665889	12665939	+
MED15	chr22	20495913	20587632	20582929	20582967	+
XYLT2	chr17	50346126	50363138	50358977	50359027	+
TRPV3	chr17	3510502	3557812	3557755	3557805	-
NFKB1	chr4	102501331	102617302	102501454	102501504	+
KIAA0895L	chr16	67175599	67184040	67183912	67183962	-
RIMBP3	chr22	18605815	18611919	18611869	18611919	-
RRP7A	chr22	42508344	42519796	42519752	42519802	-
THRSP	chr11	78063861	78068351	78063860	78063910	+
REELD1	chr4	146214515	146232267	146224556	146224606	+
TTC29	chr4	146706617	146945882	146945832	146945882	-
SBNO1	chr12	123289109	123364847	123364793	123364843	-
MRPS18C	chr4	83455932	83469735	83456054	83456104	+
KRTAP5-3	chr11	1613275	1614173	1608413	1608463	-
CHCHD2	chr7	56101573	56106476	56106526	56106576	-
PTPN12	chr7	77537295	77640069	77627155	77627205	+
C5orf52	chr5	157671533	157680158	157671552	157671602	+
KRT14	chr17	41582279	41586895	41583405	41583455	-
HIBADH	chr7	27525442	27662883	27662807	27662857	-
MORC3	chr21	36320189	36386148	36361835	36361885	+
NPC1	chr18	23506184	23586506	23539848	23539898	-
CCDC117	chr22	28772674	28789301	28772703	28772753	+
MYL5	chr4	673580	682033	674502	674552	+
MOSPD3	chr7	100612102	100615384	100612429	100612479	+
FRMD4A	chr10	13643706	14462142	14008483	14008533	-
SLC5A3	chr21	34073578	34106260	34073569	34073619	+
HCFC2	chr12	104064531	104106524	104080432	104080482	+
FAM209B	chr20	56533246	56536520	56533245	56533295	+
SYPL1	chr7	106090505	106112576	106093202	106093252	-
ZFPM2	chr8	104590733	105804539	105387145	105387195	+
OR10V1	chr11	59712916	59713845	59713814	59713864	-
LMOD3	chr3	69106065	69123032	69122982	69123032	-
SMARCC2	chr12	56162359	56189567	56189498	56189548	-
HBG2	chr11	5253188	5505605	5254761	5254811	-
OR5H14	chr3	98147479	98156614	98149325	98149375	+
AVPR1A	chr12	63142759	63151201	63150129	63150179	-
ARMC7	chr17	75109952	75130272	75109951	75110001	+
EFCAB8	chr20	32858923	32961845	32898384	32898434	+
LDHAL6B	chr15	59206843	59208588	59206822	59206872	+
PLEKHG4	chr16	67277510	67289499	67278833	67278882	+
ETV4	chr17	43527844	43579620	43579570	43579620	-
FAM227B	chr15	49326962	49620929	49620772	49620822	-
SPP2	chr2	234050679	234077134	234050836	234050871	+
INSYN2A	chr10	127135426	127196591	127176959	127177009	-
XKR5	chr8	6808517	6835524	6835448	6835498	-
HOXC9	chr12	53994895	54003337	53995508	53995549	+
SLC4A10	chr2	161424332	161985282	161424331	161424381	+
H2AC12	chr6	27147106	27147562	27147128	27147178	+
TRANK1	chr3	36826819	36945057	36908468	36908518	-
SUCNR1	chr3	151873643	151884619	151873642	151873692	+
OR52R1	chr11	4803433	4804380	4804330	4804380	-
TMEM134	chr11	67461710	67469272	67467540	67467590	-
TMPRSS13	chr11	117900641	117929459	117929409	117929459	-
PGGT1B	chr5	115204012	115262877	115231734	115231784	-
FAM214A	chr15	52581317	52709817	52679322	52679372	-
SPINK2	chr4	56809860	56821742	56821692	56821742	-
DRC3	chr17	17972813	18016889	17972966	17973016	+
ZXDC	chr3	126437601	126475891	126475869	126475919	-
NOTO	chr2	73202574	73212513	73202257	73202307	+
AMMECR1L	chr2	127861630	127885967	127885872	127885922	-
CXCL16	chr17	4733533	4739928	4739872	4739922	-
GFPT2	chr5	180300698	180353336	180353337	180353387	-
PIK3C3	chr18	41955234	42087830	42064694	42064744	+
SRRM4	chr12	118981541	119163051	118981494	118981544	+
PMS1	chr2	189784085	189877629	189857401	189857451	+
SERPINB1	chr6	2832332	2841959	2841812	2841862	-
OR4S2	chr11	55648327	55652854	55650903	55650953	+
GIMAP1	chr7	150716606	150724284	150716605	150716655	+
MYBPC1	chr12	101568353	101686028	101568352	101568402	+
TMEM132D	chr12	129071725	129904025	129903616	129903666	-
ZNF217	chr20	53567071	53609907	53608842	53608892	-
PRPF4B	chr6	4021267	4064983	4060981	4061031	+
HNRNPA1	chr12	54280193	54287088	54285946	54285996	+
RANBP10	chr16	67723070	67806560	67806510	67806560	-
GABRB3	chr15	26543546	26939539	26615667	26615717	-
STMN3	chr20	63639705	63657682	63652716	63652766	-
CD8A	chr2	86784610	86808396	86808346	86808396	-
DCN	chr12	91140484	91183217	91180926	91180976	-
ZNF483	chr9	111525159	111577844	111525188	111525238	+
MYH15	chr3	108380368	108529322	108529272	108529322	-
MRPS5	chr2	95085369	95149434	95149384	95149434	-
UPP1	chr7	48088628	48108736	48089226	48089276	+
TYRO3	chr15	41557675	41583589	41570937	41570987	+
FAM189A1	chr15	29260596	29720617	29452749	29452799	-
NIM1K	chr5	43192071	43280850	43192224	43192274	+
RIC8B	chr12	106774621	106889316	106774639	106774689	+
KCNIP3	chr2	95297327	95386077	95346727	95346777	+
RMND5B	chr5	178130996	178150568	178131010	178131054	+
CFAP206	chr6	87407972	87464465	87408025	87408075	+
CTTNBP2	chr7	117710651	117874139	117767141	117767191	-
CEP68	chr2	65056366	65087004	65070728	65070778	+
HASPIN	chr17	3723903	3726699	3723902	3723952	+
HNRNPD	chr4	82352498	82374503	82373941	82373991	-
SIGLEC15	chr18	45825675	45844094	45838521	45838571	+
ZHX3	chr20	41178448	41317731	41272223	41272273	-
PLEKHS1	chr10	113751262	113783429	113751453	113751503	+
RPF2	chr6	110982015	111028263	110982315	110982365	+
TIGD5	chr8	143597831	143603224	143597834	143597884	+
HERC4	chr10	67921899	68075301	68075251	68075301	-
HYAL1	chr3	50299890	50312381	50303523	50303573	-
SRL	chr16	4189374	4242080	4242025	4242075	-
PA2G4	chr12	56104537	56113910	56106161	56106211	+
RNF123	chr3	49689538	49721529	49712549	49712599	+
MDH1B	chr2	206737763	206765328	206765257	206765307	-
TRPM2	chr21	44350163	44443081	44425555	44425605	+
ATP6V1E2	chr2	46490750	46542577	46541539	46541589	-
NKIRAS1	chr3	23889951	23946591	23916919	23916969	-
H2AX	chr11	119093874	119095465	119095417	119095467	-
OR8K1	chr11	56346039	56346998	56346038	56346088	+
CDC40	chr6	110180141	110254275	110180140	110180180	+
ROMO1	chr20	35699272	35700984	35699441	35699456	+
RNH1	chr11	494512	507300	506750	506800	-
EFR3A	chr8	131904093	132013642	131904087	131904137	+
SPIC	chr12	101475336	101486997	101475420	101475470	+
SYT10	chr12	33374238	33439819	33426137	33426160	-
CENATAC	chr11	118998138	119015793	118998144	118998194	+
CHID1	chr11	867859	915058	883199	883249	-
TATDN2	chr3	10248023	10281218	10270919	10270969	+
CBY2	chr13	45702320	45714559	45702310	45702360	+
RSPH9	chr6	43645036	43672600	43645045	43645095	+
TVP23C-CDRT4	chr17	15436021	15563561	15563436	15563472	-
WASL	chr7	123681943	123749003	123749017	123749067	-
GAS2	chr11	22625509	22813001	22667075	22667125	+
MRPL30	chr2	99181152	99199561	99181185	99181235	+
UBE3B	chr12	109477402	109536705	109477627	109477677	+
UNC119B	chr12	120710458	120723640	120710434	120710484	+
SSRP1	chr11	57325986	57335892	57335827	57335877	-
PHKB	chr16	47461123	47701523	47461328	47461378	+
ZNF142	chr2	218633329	218659655	218659489	218659539	-
ANKUB1	chr3	149761100	149968385	149792773	149792823	-
ZNF775	chr7	150368790	150398630	150382695	150382745	+
HERPUD2	chr7	35632659	35697459	35668542	35668579	-
ZNF106	chr15	42412823	42491141	42457506	42457556	-
RFWD3	chr16	74621399	74666877	74666487	74666537	-
PAEP	chr9	135561756	135566955	135561755	135561805	+
CDH23	chr10	71396920	71815947	71795770	71795820	+
TVP23A	chr16	10760919	10818794	10818601	10818651	-
RRN3	chr16	15060033	15094311	15093958	15094008	-
TMCO6	chr5	140639435	140645408	140639426	140639476	+
THSD4	chr15	71096952	71783383	71547281	71547331	+
ANKRD55	chr5	56099680	56233330	56233309	56233359	-
RAB19	chr7	140404058	140427974	140407578	140407628	+
NBR1	chr17	43170481	43211689	43171201	43171251	+
GTF2IRD2B	chr7	75092573	75149817	75092599	75092649	+
TRRAP	chr7	98877933	99050831	98881089	98881139	+
RPP38	chr10	15097180	15139818	15097179	15097229	+
SIRPA	chr20	1894167	1940592	1894782	1894796	+
TFDP2	chr3	141944428	142149544	142000303	142000353	-
TWF1	chr12	43793723	43806328	43806278	43806328	-
DYNC1LI1	chr3	32525974	32570858	32570643	32570693	-
CACNG4	chr17	66964707	67033398	66964909	66964959	+
SMPD1	chr11	6390440	6394998	6390445	6390495	+
MRPL13	chr8	120380761	120445402	120414062	120414112	-
R3HCC1L	chr10	98134624	98244897	98134623	98134673	+
DNAJC5B	chr8	66021553	66101245	66021559	66021609	+
KRTAP4-5	chr17	41148924	41149825	41149752	41149802	-
NPY1R	chr4	163323962	163344832	163332968	163333018	-
NT5C3A	chr7	33014130	33062796	33062747	33062797	-
OR51F2	chr11	4821321	4822456	4821385	4821435	+
C1QTNF4	chr11	47589667	47594411	47594609	47594659	-
SLK	chr10	103967140	104029233	103967200	103967250	+
SINHCAF	chr12	31280584	31327058	31327022	31327058	-
SHPRH	chr6	145864245	145964423	145964047	145964097	-
CPSF3	chr2	9423651	9473101	9423650	9423700	+
SHISA2	chr13	26044597	26052016	26050981	26051031	-
SLITRK3	chr3	165186720	165197109	165197059	165197109	-
RHCG	chr15	89471398	89496589	89479380	89479430	-
RASGRF2	chr5	80960363	81230162	81019406	81019456	+
PGBD4	chr15	34102083	34108686	34102072	34102122	+
PTCD1	chr7	99416739	99466163	99438597	99438647	-
HTR1B	chr6	77460924	77463491	77463414	77463464	-
TRAPPC8	chr18	31829197	31953136	31833356	31833406	-
ASNS	chr7	97851677	97872542	97872108	97872158	-
CCDC71	chr3	49162535	49166331	49166271	49166321	-
GLIPR2	chr9	36136536	36163913	36136744	36136791	+
NAA25	chr12	112026689	112108796	112108746	112108796	-
RCHY1	chr4	75479033	75514764	75514380	75514430	-
OR5T2	chr11	56231282	56234255	56233135	56233185	-
DGKA	chr12	55927319	55954027	55938552	55938560	+
ZACN	chr17	76071961	76083666	76079181	76079231	+
PURB	chr7	44876299	44885530	44885311	44885361	-
INAFM2	chr15	40323692	40326715	40325215	40325265	+
GREB1	chr2	11482341	11642788	11556617	11556667	+
TNFSF12	chr17	7549058	7557890	7549777	7549815	+
SLC6A5	chr11	20599594	20659285	20629183	20629213	+
SMKR1	chr7	129502531	129512918	129502478	129502528	+
FARSB	chr2	222566899	222656092	222656287	222656337	-
ILRUN	chr6	34587288	34696859	34696809	34696859	-
HEPACAM	chr11	124919205	124936412	124936362	124936412	-
ROGDI	chr16	4796968	4802880	4802623	4802673	-
PGA5	chr11	61241175	61251444	61241176	61241226	+
ITM2B	chr13	48232612	48270357	48233157	48233207	+
PCDH15	chr10	53802771	55627942	54801241	54801291	-
RPS7	chr2	3575260	3580920	3575324	3575374	+
CCL11	chr17	34285742	34288334	34285667	34285717	+
TRAF4	chr17	28744011	28750956	28747581	28747631	+
NELL2	chr12	44508275	44921848	44913878	44913928	-
LBH	chr2	30231534	30323730	30231530	30231580	+
HSPB1	chr7	76302673	76304295	76303576	76303626	+
IP6K2	chr3	48688003	48740353	48717199	48717249	-
TEF	chr22	41367333	41399326	41367332	41367382	+
CWF19L2	chr11	107326360	107457825	107353680	107353730	-
TOMM6	chr6	41787662	41789898	41787661	41787711	+
GEM	chr8	94249253	94262350	94262295	94262345	-
PYM1	chr12	55901413	55932618	55927724	55927756	-
KIF18A	chr11	28020619	28108156	28088530	28088580	-
ANKRD22	chr10	88819896	88851844	88851768	88851818	-
GOLGA8R	chr15	30400562	30414260	30412570	30412620	-
TFCP2	chr12	51093656	51173135	51173084	51173134	-
SNX24	chr5	122843439	123029354	122845604	122845654	+
SIK2	chr11	111602449	111730855	111718741	111718791	+
SH3RF2	chr5	145936578	146081791	146055821	146055871	+
PSPH	chr7	56011051	56051604	56051417	56051467	-
LPIN3	chr20	41340821	41360582	41357110	41357160	+
GCSH	chr16	81081945	81096395	81096353	81096403	-
SHPK	chr17	3608240	3636250	3636272	3636322	-
GOLGA4	chr3	37243191	37366879	37243176	37243226	+
HIGD1A	chr3	42782908	42804490	42804440	42804490	-
DSPP	chr4	87608529	87616873	87608528	87608578	+
ABRA	chr8	106759483	106770244	106770195	106770245	-
TRIM42	chr3	140678064	140701150	140678038	140678088	+
TMEM256	chr17	7402975	7404097	7404087	7404137	-
MAML1	chr5	179732822	179777283	179770927	179770977	+
HLA-B	chr6	31312948	31400264	31357138	31357188	-
FAM180B	chr11	47586693	47589194	47586692	47586742	+
ZNF740	chr12	53180704	53195142	53180699	53180749	+
AQP5	chr12	49961872	49965682	49963574	49963624	+
TRPV1	chr17	3565444	3609411	3597048	3597098	-
PREX2	chr8	67952046	68237032	67952488	67952535	+
RALBP1	chr18	9475009	9538114	9475621	9475671	+
RASSF1	chr3	50329782	50340980	50340791	50340841	-
FAM220A	chr7	6329411	6348981	6348925	6348975	-
TDGF1	chr3	46574534	46582457	46577747	46577797	+
FBP1	chr9	94603133	94640249	94639457	94639507	-
IL33	chr9	6215786	6257983	6241692	6241742	+
OR4M2B	chr15	21637909	21638992	21637908	21637958	+
SLC26A1	chr4	979073	993440	993390	993440	-
RTP2	chr3	187698259	187702557	187702507	187702557	-
ATE1	chr10	121709393	121928801	121927986	121928036	-
NCKIPSD	chr3	48673844	48686364	48685877	48685927	-
FIGN	chr2	163593396	163736012	163735962	163736012	-
MAEA	chr4	1289887	1340147	1289886	1289936	+
UPF2	chr10	11920022	12043170	12042784	12042834	-
CHRM4	chr11	46383789	46391776	46386558	46386608	-
EOMES	chr3	27715949	27722711	27722448	27722498	-
CD200	chr3	112332347	112362812	112333067	112333117	+
ARL13B	chr3	93980139	94055678	93980287	93980337	+
YPEL3	chr16	30092314	30096915	30095962	30096012	-
ADM2	chr22	50481543	50486440	50481555	50481605	+
TMEM132C	chr12	128267170	128707911	128267402	128267452	+
CPA3	chr3	148865296	148897203	148865255	148865305	+
SOS1	chr2	38962206	39124345	39023777	39023823	-
LGR5	chr12	71439798	71586310	71440034	71440084	+
WFDC1	chr16	84294846	84329844	84294943	84294993	+
NACA	chr12	56712305	56731628	56731578	56731628	-
FRA10AC1	chr10	93667883	93702592	93672041	93672091	-
SUSD5	chr3	33150043	33218810	33218743	33218793	-
PON2	chr7	95404862	95435329	95411652	95411684	-
KRT72	chr12	52585589	52601538	52601382	52601432	-
DYNLT2B	chr3	196291219	196318299	196318238	196318288	-
RELL2	chr5	141636950	141641064	141637011	141637061	+
NUDCD3	chr7	44379119	44490658	44485224	44485274	-
ZNF365	chr10	62374192	62480288	62374352	62374402	+
CCDC59	chr12	82223681	82358805	82358359	82358409	-
OR1L4	chr9	122723990	122724925	122723989	122724039	+
LRRC37A	chr17	46292733	46337794	46295098	46295148	+
AMER3	chr2	130755540	130768134	130755650	130755700	+
RIOK2	chr5	97160867	97183247	97183210	97183260	-
PPP2R3A	chr3	135965728	136147894	136102102	136102152	+
DKK2	chr4	106921802	107283806	107283756	107283806	-
SEZ6L	chr22	26169462	26383597	26169513	26169563	+
FABP7	chr6	122779716	122784074	122779758	122779808	+
VTA1	chr6	142147162	142224685	142147229	142147279	+
AVL9	chr7	32495426	32588726	32495488	32495538	+
FARP1	chr13	98142562	98455176	98328782	98328832	+
ZNF140	chr12	133080474	133107526	133080915	133080965	+
CNTNAP3B	chr9	41890314	42129510	41953182	41953207	-
CYB5D1	chr17	7857746	7862282	7858029	7858079	+
MUC20	chr3	195719081	195738792	195726369	195726419	+
ORMDL2	chr12	55818041	55821879	55818355	55818405	+
POLR1B	chr2	112541915	112579818	112542018	112542068	+
NDST2	chr10	73801911	73811798	73808681	73808731	-
CCNJL	chr5	160249083	160345396	160339600	160339650	-
WIPI2	chr7	5190196	5233840	5190692	5190742	+
EIF2B5	chr3	184135038	184146127	184135364	184135414	+
ITPKA	chr15	41493393	41503551	41501793	41501843	+
SLC6A12	chr12	190077	214570	213667	213717	-
SEPSECS	chr4	25120014	25160550	25160392	25160442	-
DTNA	chr18	34493291	34891844	34493409	34493459	+
ZNF589	chr3	48241100	48299253	48256586	48256636	+
MORF4L1	chr15	78810487	78898139	78872983	78873033	+
TOB2	chr22	41433494	41446801	41446735	41446785	-
DLX4	chr17	49968970	49974959	49969173	49969223	+
PRM2	chr16	11275639	11276480	11276430	11276480	-
ITGB3	chr17	47253827	47313743	47291052	47291102	+
TUBA8	chr22	18110100	18146683	18110792	18110842	+
MYO1D	chr17	32492522	32877177	32862993	32863043	-
CALN1	chr7	71779491	72447151	71810445	71810495	-
LDHD	chr16	75111860	75116780	75116717	75116767	-
TRIM50	chr7	73312536	73328082	73316892	73316942	-
CCDC85A	chr2	56183990	56386172	56184122	56184172	+
MGAT4A	chr2	98619106	98731132	98731076	98731126	-
PMPCA	chr9	136410641	136423761	136410640	136410690	+
GRK2	chr11	67266473	67286556	67279473	67279519	+
CXXC5	chr5	139647299	139683882	139675435	139675485	+
CYB5A	chr18	74250846	74291973	74261631	74261681	-
TMED6	chr16	69343250	69351786	69348359	69348409	-
ANKRD1	chr10	90912096	90921087	90921226	90921276	-
ZDHHC5	chr11	57667747	57701182	57668449	57668499	+
CHPF	chr2	219538954	219543809	219543737	219543787	-
TIGD3	chr11	65354751	65357613	65354766	65354816	+
G3BP1	chr5	151771045	151812911	151771909	151771959	+
C5orf24	chr5	134845680	134859735	134846245	134846295	+
KRT79	chr12	52821408	52834311	52830412	52830462	-
WDR54	chr2	74421678	74425755	74421728	74421778	+
PRSS16	chr6	27247701	27256624	27251587	27251637	+
ABL1	chr9	130713016	130887675	130713945	130713995	+
PTRHD1	chr2	24789728	24793391	24793040	24793090	-
ARPC1B	chr7	99374249	99394816	99374706	99374756	+
ASPH	chr8	61500556	61714640	61689672	61689715	-
BRIX1	chr5	34915677	34925996	34915676	34915726	+
GART	chr21	33503931	33543491	33542811	33542861	-
TMEM161B	chr5	88189633	88269476	88268807	88268857	-
ST6GAL1	chr3	186930325	187078553	186930525	186930575	+
FAM13A	chr4	88725955	89111398	88823208	88823258	-
SLC35B4	chr7	134289332	134316930	134295127	134295177	-
C2CD4B	chr15	62163535	62165285	62165233	62165283	-
SHISA3	chr4	42397488	42402487	42397838	42397888	+
RPA3	chr7	7636518	7718607	7639976	7640026	-
PDE9A	chr21	42653621	42775509	42686196	42686246	+
TREML2	chr6	41189749	41201149	41201144	41201194	-
OR52N5	chr11	5776165	5783355	5778617	5778667	-
NINJ2	chr12	564296	663589	643615	643665	-
ZSWIM3	chr20	45857614	45879122	45857616	45857666	+
PAN3	chr13	28138506	28295335	28139032	28139082	+
XKR7	chr20	31968151	32003387	31968001	31968051	+
CELSR1	chr22	46360834	46537620	46537120	46537170	-
BICC1	chr10	58512872	58831435	58620848	58620898	+
ADTRP	chr6	11712054	11807046	11766282	11766332	-
CEND1	chr11	787115	790113	790063	790113	-
SUPT7L	chr2	27650809	27663840	27663590	27663640	-
RBM22	chr5	150690792	150701077	150701057	150701107	-
UNC80	chr2	209771832	209999300	209771992	209772042	+
CCDC92B	chr17	2720801	2749652	2723897	2723947	-
ACTL7A	chr9	108862266	108863756	108862265	108862315	+
TRIM35	chr8	27284886	27311272	27311269	27311319	-
REEP2	chr5	138439057	138446969	138439086	138439136	+
TMEM176B	chr7	150791285	150801360	150800317	150800367	-
NEUROD4	chr12	55019974	55030017	55019944	55019994	+
TRPM5	chr11	2404515	2423045	2422992	2423042	-
METTL8	chr2	171315746	171434802	171433968	171434018	-
TEK	chr9	27109141	27230174	27109452	27109502	+
SYN2	chr3	12004388	12192032	12161544	12161594	+
PLGLB2	chr2	87748087	87759476	87748099	87748149	+
HSPE1-MOB4	chr2	197500413	197550726	197500412	197500439	+
PITX3	chr10	102230186	102241512	102232033	102232083	-
EFEMP1	chr2	55865967	55924139	55923747	55923797	-
CYB561	chr17	63432304	63446354	63435134	63435184	-
UNC13D	chr17	75827225	75844552	75830387	75830437	-
TIAF1	chr17	29073521	29078857	29078807	29078857	-
CALCOCO1	chr12	53708517	53727745	53727417	53727467	-
MCM7	chr7	100092728	100101940	100101359	100101409	-
NKAPD1	chr11	112074086	112085150	112074309	112074358	+
TWNK	chr10	100987367	100994403	100987549	100987599	+
OR4C3	chr11	48324920	48325955	48324919	48324969	+
UGP2	chr2	63840952	63891562	63840968	63841018	+
JOSD1	chr22	38685543	38701556	38700980	38701030	-
RBSN	chr3	15070073	15099163	15099113	15099163	-
OR52E2	chr11	5058650	5059627	5059577	5059627	-
ZIC2	chr13	99981784	99986765	99984788	99984838	+
UCHL3	chr13	75549480	75606020	75566709	75566759	+
ADAD2	chr16	84191138	84197168	84194174	84194221	+
AMBRA1	chr11	46396414	46594125	46594075	46594125	-
AKAP10	chr17	19904302	19978343	19931816	19931866	-
ATP5PO	chr21	33903453	33915814	33907362	33907412	-
B3GALT1	chr2	167293001	167874045	167868947	167868997	+
THOC5	chr22	29505879	29555216	29553691	29553741	-
ALDH1A3	chr15	100877714	100916626	100879874	100879924	+
RPL17	chr18	49488453	49492508	49492458	49492508	-
INTS12	chr4	105682627	105895986	105895936	105895986	-
PNPO	chr17	47941506	47949308	47941570	47941620	+
MED7	chr5	157137424	157159019	157142725	157142775	-
OR6C76	chr12	55426254	55427192	55426253	55426303	+
SLC16A8	chr22	38078134	38084184	38084043	38084093	-
SIAH3	chr13	45777242	45851753	45851686	45851736	-
PARP6	chr15	72241181	72272999	72260573	72260623	-
CLDND1	chr3	98497912	98523066	98522552	98522602	-
FZD2	chr17	44557484	44561262	44557458	44557508	+
PARP4	chr13	24420931	24512778	24455084	24455134	-
PPARG	chr3	12287368	12434356	12351471	12351521	+
